name,steam_appid,required_age,header_image,website,pc_requirements,mac_requirements,linux_requirements,platforms,metacritic,categories,genres,screenshots,recommendations,release_date,support_info,background,content_descriptors,price,english,developer,publisher
Team Fortress Classic,20,0,https://cdn.akamai.steamstatic.com/steam/apps/20/header.jpg?t=1579634708,,"{'minimum': '\r\n\t\t\t<p><strong>Minimum:</strong> 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t<p><strong>Recommended:</strong> 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t'}","{'minimum': 'Minimum: OS X  Snow Leopard 10.6.3, 1GB RAM, 4GB Hard Drive Space,NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}","{'minimum': 'Minimum: Linux Ubuntu 12.04, Dual-core from Intel or AMD at 2.8 GHz, 1GB Memory, nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1, 4GB Hard Drive Space, OpenAL Compatible Sound Card'}",windows;mac;linux,,Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Valve Anti-Cheat enabled;Remote Play Together;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000164.600x338.jpg?t=1579634708', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000164.1920x1080.jpg?t=1579634708'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000165.600x338.jpg?t=1579634708', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000165.1920x1080.jpg?t=1579634708'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000166.600x338.jpg?t=1579634708', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000166.1920x1080.jpg?t=1579634708'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000167.600x338.jpg?t=1579634708', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000167.1920x1080.jpg?t=1579634708'}, {'id': 4, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000168.600x338.jpg?t=1579634708', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/20/0000000168.1920x1080.jpg?t=1579634708'}]",{'total': 6000},1999-04-01,"{'url': '', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/20/page_bg_generated_v6b.jpg?t=1579634708,"{'ids': [2, 5], 'notes': 'Includes intense violence and blood.'}",4.29,1,Valve,Valve
Day of Defeat,30,0,https://cdn.akamai.steamstatic.com/steam/apps/30/header.jpg?t=1512413490,http://www.dayofdefeat.com/,"{'minimum': '\r\n\t\t\t<p><strong>Minimum:</strong> 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t<p><strong>Recommended:</strong> 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t'}","{'minimum': 'Minimum: OS X  Snow Leopard 10.6.3, 1GB RAM, 4GB Hard Drive Space,NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}","{'minimum': 'Minimum: Linux Ubuntu 12.04, Dual-core from Intel or AMD at 2.8 GHz, 1GB Memory, nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1, 4GB Hard Drive Space, OpenAL Compatible Sound Card'}",windows;mac;linux,"{'score': 79, 'url': 'https://www.metacritic.com/game/pc/day-of-defeat?ftag=MCD-06-10aaa1f'}",Multi-player;Valve Anti-Cheat enabled;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000169.600x338.jpg?t=1512413490', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000169.1920x1080.jpg?t=1512413490'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000170.600x338.jpg?t=1512413490', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000170.1920x1080.jpg?t=1512413490'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000171.600x338.jpg?t=1512413490', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000171.1920x1080.jpg?t=1512413490'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000172.600x338.jpg?t=1512413490', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000172.1920x1080.jpg?t=1512413490'}, {'id': 4, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000173.600x338.jpg?t=1512413490', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/30/0000000173.1920x1080.jpg?t=1512413490'}]",{'total': 4008},2003-05-01,"{'url': '', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/30/page_bg_generated_v6b.jpg?t=1512413490,"{'ids': [], 'notes': None}",4.29,1,Valve,Valve
Deathmatch Classic,40,0,https://cdn.akamai.steamstatic.com/steam/apps/40/header.jpg?t=1568752159,,"{'minimum': '\r\n\t\t\t<p><strong>Minimum:</strong> 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t<p><strong>Recommended:</strong> 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t'}","{'minimum': 'Minimum: OS X  Snow Leopard 10.6.3, 1GB RAM, 4GB Hard Drive Space,NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}","{'minimum': 'Minimum: Linux Ubuntu 12.04, Dual-core from Intel or AMD at 2.8 GHz, 1GB Memory, nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1, 4GB Hard Drive Space, OpenAL Compatible Sound Card'}",windows;mac;linux,,Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Valve Anti-Cheat enabled;Remote Play Together;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/40/0000000142.600x338.jpg?t=1568752159', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/40/0000000142.1920x1080.jpg?t=1568752159'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/40/0000000143.600x338.jpg?t=1568752159', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/40/0000000143.1920x1080.jpg?t=1568752159'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/40/0000000144.600x338.jpg?t=1568752159', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/40/0000000144.1920x1080.jpg?t=1568752159'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/40/0000000145.600x338.jpg?t=1568752159', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/40/0000000145.1920x1080.jpg?t=1568752159'}]",{'total': 2104},2001-06-01,"{'url': '', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/40/page_bg_generated_v6b.jpg?t=1568752159,"{'ids': [], 'notes': None}",4.29,1,Valve,Valve
Half-Life: Opposing Force,50,0,https://cdn.akamai.steamstatic.com/steam/apps/50/header.jpg?t=1579628243,,"{'minimum': '\r\n\t\t\t<p><strong>Minimum:</strong> 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t<p><strong>Recommended:</strong> 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t'}","{'minimum': 'Minimum: OS X  Snow Leopard 10.6.3, 1GB RAM, 4GB Hard Drive Space,NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}","{'minimum': 'Minimum: Linux Ubuntu 12.04, Dual-core from Intel or AMD at 2.8 GHz, 1GB Memory, nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1, 4GB Hard Drive Space, OpenAL Compatible Sound Card'}",windows;mac;linux,,Single-player;Multi-player;Valve Anti-Cheat enabled;Remote Play Together;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000155.600x338.jpg?t=1579628243', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000155.1920x1080.jpg?t=1579628243'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000156.600x338.jpg?t=1579628243', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000156.1920x1080.jpg?t=1579628243'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000157.600x338.jpg?t=1579628243', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000157.1920x1080.jpg?t=1579628243'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000158.600x338.jpg?t=1579628243', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000158.1920x1080.jpg?t=1579628243'}, {'id': 4, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000159.600x338.jpg?t=1579628243', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/50/0000000159.1920x1080.jpg?t=1579628243'}]",{'total': 18753},1999-11-01,"{'url': 'https://help.steampowered.com', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/50/page_bg_generated_v6b.jpg?t=1579628243,"{'ids': [], 'notes': None}",4.29,1,Gearbox Software,Valve
Ricochet,60,0,https://cdn.akamai.steamstatic.com/steam/apps/60/header.jpg?t=1599518374,,"{'minimum': '\r\n\t\t\t<p><strong>Minimum:</strong> 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t<p><strong>Recommended:</strong> 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t'}","{'minimum': 'Minimum: OS X  Snow Leopard 10.6.3, 1GB RAM, 4GB Hard Drive Space,NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}","{'minimum': 'Minimum: Linux Ubuntu 12.04, Dual-core from Intel or AMD at 2.8 GHz, 1GB Memory, nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1, 4GB Hard Drive Space, OpenAL Compatible Sound Card'}",windows;mac;linux,,Multi-player;PvP;Online PvP;Valve Anti-Cheat enabled;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/60/ss_2bf674132e28385f168dbc46ff55eea7be8c8886.600x338.jpg?t=1599518374', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/60/ss_2bf674132e28385f168dbc46ff55eea7be8c8886.1920x1080.jpg?t=1599518374'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/60/ss_079e05789d40144896f9b16fd49c5a34c8768ac6.600x338.jpg?t=1599518374', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/60/ss_079e05789d40144896f9b16fd49c5a34c8768ac6.1920x1080.jpg?t=1599518374'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/60/ss_4c2c88a7c85d64ccaa927c5834244ebf9798cd43.600x338.jpg?t=1599518374', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/60/ss_4c2c88a7c85d64ccaa927c5834244ebf9798cd43.1920x1080.jpg?t=1599518374'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/60/ss_6b52f574cd64e596ab903de4a23c87b57d5d8425.600x338.jpg?t=1599518374', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/60/ss_6b52f574cd64e596ab903de4a23c87b57d5d8425.1920x1080.jpg?t=1599518374'}]",{'total': 3973},2000-11-01,"{'url': '', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/60/page_bg_generated_v6b.jpg?t=1599518374,"{'ids': [], 'notes': None}",4.29,1,Valve,Valve
Half-Life,70,0,https://cdn.akamai.steamstatic.com/steam/apps/70/header.jpg?t=1700269108,http://www.half-life.com/,"{'minimum': '\r\n\t\t\t<p><strong>Minimum:</strong> 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t<p><strong>Recommended:</strong> 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t'}","{'minimum': 'Minimum: OS X  Snow Leopard 10.6.3, 1GB RAM, 4GB Hard Drive Space,NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}","{'minimum': 'Minimum: Linux Ubuntu 12.04, Dual-core from Intel or AMD at 2.8 GHz, 1GB Memory, nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1, 4GB Hard Drive Space, OpenAL Compatible Sound Card'}",windows;mac;linux,"{'score': 96, 'url': 'https://www.metacritic.com/game/pc/half-life?ftag=MCD-06-10aaa1f'}",Single-player;Multi-player;PvP;Online PvP;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Remote Play on Phone;Remote Play on Tablet;Remote Play Together;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002354.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002354.1920x1080.jpg?t=1700269108'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002343.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002343.1920x1080.jpg?t=1700269108'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002342.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002342.1920x1080.jpg?t=1700269108'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002344.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002344.1920x1080.jpg?t=1700269108'}, {'id': 4, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002345.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002345.1920x1080.jpg?t=1700269108'}, {'id': 5, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002352.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002352.1920x1080.jpg?t=1700269108'}, {'id': 6, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002347.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002347.1920x1080.jpg?t=1700269108'}, {'id': 7, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002348.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002348.1920x1080.jpg?t=1700269108'}, {'id': 8, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002349.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002349.1920x1080.jpg?t=1700269108'}, {'id': 9, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002350.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002350.1920x1080.jpg?t=1700269108'}, {'id': 10, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002351.600x338.jpg?t=1700269108', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/70/0000002351.1920x1080.jpg?t=1700269108'}]",{'total': 91200},1998-11-08,"{'url': 'http://steamcommunity.com/app/70', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/70/page_bg_generated_v6b.jpg?t=1700269108,"{'ids': [], 'notes': None}",7.19,1,Valve,Valve
Counter-Strike: Condition Zero,80,0,https://cdn.akamai.steamstatic.com/steam/apps/80/header.jpg?t=1602535977,,"{'minimum': '\r\n\t\t\t<p><strong>Minimum:</strong> 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t<p><strong>Recommended:</strong> 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t'}",[],[],windows;mac;linux,"{'score': 65, 'url': 'https://www.metacritic.com/game/pc/counter-strike-condition-zero?ftag=MCD-06-10aaa1f'}",Single-player;Multi-player;Valve Anti-Cheat enabled;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002528.600x338.jpg?t=1602535977', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002528.1920x1080.jpg?t=1602535977'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002529.600x338.jpg?t=1602535977', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002529.1920x1080.jpg?t=1602535977'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002530.600x338.jpg?t=1602535977', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002530.1920x1080.jpg?t=1602535977'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002531.600x338.jpg?t=1602535977', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002531.1920x1080.jpg?t=1602535977'}, {'id': 4, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002532.600x338.jpg?t=1602535977', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002532.1920x1080.jpg?t=1602535977'}, {'id': 5, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002533.600x338.jpg?t=1602535977', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002533.1920x1080.jpg?t=1602535977'}, {'id': 6, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002534.600x338.jpg?t=1602535977', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002534.1920x1080.jpg?t=1602535977'}, {'id': 7, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002535.600x338.jpg?t=1602535977', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/80/0000002535.1920x1080.jpg?t=1602535977'}]",{'total': 18233},2004-03-01,"{'url': 'http://steamcommunity.com/app/80', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/80/page_bg_generated_v6b.jpg?t=1602535977,"{'ids': [], 'notes': None}",7.19,1,Valve,Valve
Half-Life: Blue Shift,130,0,https://cdn.akamai.steamstatic.com/steam/apps/130/header.jpg?t=1579629868,,"{'minimum': '\r\n\t\t\t<p><strong>Minimum:</strong> 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t<p><strong>Recommended:</strong> 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br /></p>\r\n\t\t\t'}","{'minimum': 'Minimum: OS X  Snow Leopard 10.6.3, 1GB RAM, 4GB Hard Drive Space,NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection'}","{'minimum': 'Minimum: Linux Ubuntu 12.04, Dual-core from Intel or AMD at 2.8 GHz, 1GB Memory, nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1, 4GB Hard Drive Space, OpenAL Compatible Sound Card'}",windows;mac;linux,"{'score': 71, 'url': 'https://www.metacritic.com/game/pc/half-life-blue-shift?ftag=MCD-06-10aaa1f'}",Single-player;Remote Play Together;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000127.600x338.jpg?t=1579629868', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000127.1920x1080.jpg?t=1579629868'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000128.600x338.jpg?t=1579629868', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000128.1920x1080.jpg?t=1579629868'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000129.600x338.jpg?t=1579629868', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000129.1920x1080.jpg?t=1579629868'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000130.600x338.jpg?t=1579629868', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000130.1920x1080.jpg?t=1579629868'}, {'id': 4, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000131.600x338.jpg?t=1579629868', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/130/0000000131.1920x1080.jpg?t=1579629868'}]",{'total': 13773},2001-06-01,"{'url': 'https://help.steampowered.com', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/130/page_bg_generated_v6b.jpg?t=1579629868,"{'ids': [], 'notes': None}",4.29,1,Gearbox Software,Valve
Half-Life 2,220,0,https://cdn.akamai.steamstatic.com/steam/apps/220/header.jpg?t=1699003213,http://www.half-life2.com,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7, Vista, XP<br></li><li><strong>Processor:</strong> 1.7 Ghz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> DirectX 8.1 level Graphics Card (requires support for SSE)<br></li><li><strong>Storage:</strong> 6500 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Leopard 10.5.8, Snow Leopard 10.6.3, or higher<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce8 or higher, ATI X1600 or higher, Intel HD 3000 or higher</li></ul>'}",[],windows;mac;linux,"{'score': 96, 'url': 'https://www.metacritic.com/game/pc/half-life-2?ftag=MCD-06-10aaa1f'}",Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes Source SDK;Remote Play on Phone;Remote Play on Tablet;Remote Play Together;Family Sharing,Action,"[{'id': 0, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001864.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001864.1920x1080.jpg?t=1699003213'}, {'id': 1, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001865.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001865.1920x1080.jpg?t=1699003213'}, {'id': 2, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001866.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001866.1920x1080.jpg?t=1699003213'}, {'id': 3, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001867.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001867.1920x1080.jpg?t=1699003213'}, {'id': 4, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001868.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001868.1920x1080.jpg?t=1699003213'}, {'id': 5, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001869.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001869.1920x1080.jpg?t=1699003213'}, {'id': 6, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001870.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001870.1920x1080.jpg?t=1699003213'}, {'id': 7, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001871.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001871.1920x1080.jpg?t=1699003213'}, {'id': 8, 'path_thumbnail': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001872.600x338.jpg?t=1699003213', 'path_full': 'https://cdn.akamai.steamstatic.com/steam/apps/220/0000001872.1920x1080.jpg?t=1699003213'}]",{'total': 150854},2004-11-16,"{'url': 'http://steamcommunity.com/app/220', 'email': ''}",https://cdn.akamai.steamstatic.com/steam/apps/220/page_bg_generated_v6b.jpg?t=1699003213,"{'ids': [], 'notes': None}",8.5,1,Valve,Valve
